fullName_E;sdnType_E;program_E;city_E;country_E
CIA. CONSTRUCTORA Y COMERCIALIZADORA DEL SUR LTDA.;Entity;SDNT;Bogota;Colombia
COMERCIALIZADORA ANDINA BRASILERA S.A.;Entity;SDNT;Bogota;Colombia
DESARROLLOS AGROINDUSTRIALES S.A.;Entity;SDNT;Bogota;Colombia
GREEN ISLAND S.A.;Entity;SDNT;Bogota;Colombia
INDUSTRIAL MINERA Y PECUARIA S.A.;Entity;SDNT;Bogota;Colombia
INTERCONTINENTAL DE FINANCIACION AEREA  S.A.;Entity;SDNT;Bogota;Colombia
INVERSIONES Y COMERCIALIZADORA INCOM LTDA.;Entity;SDNT;Cali;Colombia
LA FRONTERA UNION GALVEZ Y CIA S EN C;Entity;SDNT;Bogota;Colombia
LARGO LEASING LTD.;Entity;SDNT;George Town;Cayman Islands
TRANS PACIFIC WORLD LEASING LIMITED;Entity;SDNT;Port Vila;Vanuatu
ISLAMIC STATE OF IRAQ AND THE LEVANT;Entity;SDGT;NULL;NULL
SERCUBA;Entity;CUBA;Camaguey;Cuba
SERB DEMOCRATIC PARTY;Entity;BALKANS;Banja Luka;Bosnia and Herzegovina
ZDRAVO;Entity;BALKANS;Belgrade;Serbia
KOMOTKO;Entity;BALKANS;Belgrade;Serbia
MOVEMENT FOR ISLAMIC REFORM IN ARABIA;Entity;SDGT;London;United Kingdom
RAMCHARAN LTD;Entity;SDNTK;Rosehall;Jamaica
RAMCHARAN BROTHERS LTD;Entity;SDNTK;Rosehall;Jamaica
CARIBBEAN SHOWPLACE LTD;Entity;SDNTK;Montego Bay;Jamaica
CARIBBEAN BEACH PARK;Entity;SDNTK;Montego Bay;Jamaica
DIMABE LTDA.;Entity;SDNT;Bogota;Colombia
COLOMBO ANDINA COMERCIAL COALSA LTDA.;Entity;SDNT;Bogota;Colombia
SES INTERNATIONAL CORP;Entity;IRAQ2;Damascus;Syria
AGROPECUARIA EL NILO S.A.;Entity;SDNT;La Union;Colombia
AGUSTIN GRAJALES Y CIA. LTDA.;Entity;SDNT;La Union;Colombia
ALMACAES S.A.;Entity;SDNT;Bogota;Colombia
ARMAGEDON S.A.;Entity;SDNT;La Union;Colombia
CASA GRAJALES S.A.;Entity;SDNT;Cali;Colombia
CORPORACION DE ALMACENES POR DEPARTAMENTOS S.A.;Entity;SDNT;Bogota;Colombia
CRETA S.A.;Entity;SDNT;La Union;Colombia
FRUTAS EXOTICAS COLOMBIANOS S.A.;Entity;SDNT;La Union;Colombia
GAD S.A.;Entity;SDNT;La Union;Colombia
G.L.G. S.A.;Entity;SDNT;Bogota;Colombia
GRAJALES S.A.;Entity;SDNT;Bogota;Colombia
HEBRON S.A.;Entity;SDNT;Tulua;Colombia
IBADAN LTDA.;Entity;SDNT;Tulua;Colombia
INDUSTRIAS AGROPECUARIAS EL EDEN S.A.;Entity;SDNT;Higueronal Torti;Panama
INDUSTRIAS DEL ESPIRITU SANTO S.A.;Entity;SDNT;Malambo;Colombia
ILOVIN S.A.;Entity;SDNT;Bogota;Colombia
INTERNATIONAL FREEZE DRIED S.A.;Entity;SDNT;Bogota;Colombia
INVERSIONES AGUILA LTDA.;Entity;SDNT;La Union;Colombia
INVERSIONES GRAME LTDA.;Entity;SDNT;La Union;Colombia
INVERSIONES LOS POSSO LTDA. S.C.S.;Entity;SDNT;La Union;Colombia
INVERSIONES SANTA CECILIA S.C.S.;Entity;SDNT;La Union;Colombia
INVERSIONES SANTA MONICA LTDA.;Entity;SDNT;La Union;Colombia
JOSAFAT S.A.;Entity;SDNT;Tulua;Colombia
LOS VINEDOS DE GETSEMANI S.A.;Entity;SDNT;La Union;Colombia
MACEDONIA LTDA.;Entity;SDNT;La Union;Colombia
PANAMERICANA LTDA.;Entity;SDNT;Cali;Colombia
RAMAL S.A.;Entity;SDNT;Bogota;Colombia
SALIM S.A.;Entity;SDNT;La Union;Colombia
SALOME GRAJALES Y CIA. LTDA.;Entity;SDNT;Bogota;Colombia
SOCIEDAD DE NEGOCIOS SAN AGUSTIN LTDA.;Entity;SDNT;La Union;Colombia
TRANSPORTES DEL ESPIRITU SANTO S.A.;Entity;SDNT;La Union;Colombia
ELEHSSAN;Entity;SDGT;Gaza City;Palestinian
ISLAMIC JIHAD GROUP;Entity;SDGT;NULL;NULL
ARRIOLA MARQUEZ ORGANIZATION;Entity;SDNTK;NULL;Mexico
KOREA MINING DEVELOPMENT TRADING CORPORATION;Entity;NPWMD;Pyongyang;Korea, North
TANCHON COMMERCIAL BANK;Entity;NPWMD;Pyongyang;Korea, North
KOREA RYONBONG GENERAL CORPORATION;Entity;NPWMD;Pyongyang;Korea, North
AEROSPACE INDUSTRIES ORGANIZATION;Entity;IFSR;Tehran;Iran
SHAHID HEMMAT INDUSTRIAL GROUP;Entity;IFSR;Tehran;Iran
SHAHID BAKERI INDUSTRIAL GROUP;Entity;NPWMD;Tehran;Iran
SCIENTIFIC STUDIES AND RESEARCH CENTER;Entity;NPWMD;Damascus;Syria
ALLAN GRANGE FARM;Entity;ZIMBABWE;Chegutu;Zimbabwe
AUCHENBURG FARM;Entity;ZIMBABWE;Nyamandlovu;Zimbabwe
BAMBOO CREEK FARM;Entity;ZIMBABWE;Shamva;Zimbabwe
BOURNE FARM;Entity;ZIMBABWE;Chegutu;Zimbabwe
COLD COMFORT FARM TRUST CO-OPERATIVE;Entity;ZIMBABWE;Harare;Zimbabwe
CORBURN 13 FARM;Entity;ZIMBABWE;Chegutu;Zimbabwe
EIRIN FARM;Entity;ZIMBABWE;Marondera;Zimbabwe
EYRIE FARM;Entity;ZIMBABWE;Mashvingo;Zimbabwe
FOUNTAIN FARM;Entity;ZIMBABWE;Insiza;Zimbabwe
HARMONY FARM;Entity;ZIMBABWE;Mazowe;Zimbabwe
LOCHINVAR FARM;Entity;ZIMBABWE;Mashvingo;Zimbabwe
LOTHAIN FARM;Entity;ZIMBABWE;Gutu;Zimbabwe
MARONDERA MAPLE LEAF FARM;Entity;ZIMBABWE;NULL;Zimbabwe
OLDHAM FARM;Entity;ZIMBABWE;Chegutu;Zimbabwe
PIMENTO FARM;Entity;ZIMBABWE;Mashonaland;Zimbabwe
R/E OF AUDREY FARM;Entity;ZIMBABWE;NULL;Zimbabwe
SPRING SP FARM;Entity;ZIMBABWE;Mashvingo;Zimbabwe
ULVA FARM;Entity;ZIMBABWE;Marondera;Zimbabwe
UMGUZA BLOCK FARM;Entity;ZIMBABWE;Umguza;Zimbabwe
SERVICIOS ADMINISTRATIVOS Y DE ORGANIZACION, S.C.;Entity;SDNTK;Tijuana;Mexico
KONTROLES ELECTRONICOS DE BAJA CALIFORNIA, S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
COMERCIALIZADORA AMIA, S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
INDIO VITORIO S. DE P.R. DE R.L. DE C.V.;Entity;SDNTK;Saucillo;Mexico
CHIHUAHUA FOODS S.A. DE C.V.;Entity;SDNTK;Cuauhtemoc;Mexico
CORRALES SAN IGNACIO S.P.R. DE R.L. DE C.V.;Entity;SDNTK;Saucillo;Mexico
CAMBIOS PALMILLA S.A. DE C.V.;Entity;SDNTK;Hidalgo del Parral;Mexico
GASOLINERAS SAN FERNANDO S.A. DE C.V.;Entity;SDNTK;Saucillo;Mexico
INMOBILIARIA EL PRESON S.A. DE C.V.;Entity;SDNTK;Chihuahua;Mexico
INMOBILIARIA EL ESCORPION DEL NORTE S.A. DE C.V.;Entity;SDNTK;Chihuahua;Mexico
DEL NORTES CARNES FINAS SAN IGNACIO S.A. DE C.V.;Entity;SDNTK;Chihuahua;Mexico
AUTO EXPRESS DORADOS S.A. DE C.V.;Entity;SDNTK;Saucillo;Mexico
HESONG TRADING CORPORATION;Entity;NPWMD;Pyongyang;Korea, North
TOSONG TECHNOLOGY TRADING CORPORATION;Entity;NPWMD;Pyongyang;Korea, North
KOREA COMPLEX EQUIPMENT IMPORT CORPORATION;Entity;NPWMD;Pyongyang;Korea, North
KOREA KWANGSONG TRADING CORPORATION;Entity;NPWMD;Pyongyang;Korea, North
KOREA PUGANG TRADING CORPORATION;Entity;NPWMD;Pyongyang;Korea, North
KOREA RYONGWANG TRADING CORPORATION;Entity;NPWMD;Pyongyang;Korea, North
KOREA INTERNATIONAL CHEMICAL JOINT VENTURE COMPANY;Entity;NPWMD;Hamhung;Korea, North
KOREA RYONHA MACHINERY JOINT VENTURE CORPORATION;Entity;NPWMD;Pyongyang;Korea, North
NICE FANTASY GARMENT COMPANY LTD.;Entity;SDNTK;Bangkok;Thailand
V.R. FRUIT COMPANY;Entity;SDNTK;Chiang Mai;Thailand
SIAM NICE COMPANY LTD.;Entity;SDNTK;Bangkok;Thailand
SCORE COMMERCIAL COMPANY LTD.;Entity;SDNTK;Bangkok;Thailand
RUNGRIN COMPANY LTD.;Entity;SDNTK;Bangkok;Thailand
RATTANA VICHAI COMPANY LTD.;Entity;SDNTK;Bangkok;Thailand
PROGRESS SURAWEE COMPANY LTD.;Entity;SDNTK;Bangkok;Thailand
PLUS TECH AUTO SUPPLY COMPANY LTD.;Entity;SDNTK;Bangkok;Thailand
PLOYDAENG JEWELRY SHOP;Entity;SDNTK;Bangkok;Thailand
MAESAI K.D.P. COMPANY LTD.;Entity;SDNTK;Chiang Rai;Thailand
KRADUMPORN IMPORT EXPORT COMPANY LTD.;Entity;SDNTK;Chiang Rai;Thailand
HATKAEW COMPANY LTD.;Entity;SDNTK;Bangkok;Thailand
GREEN CAR RENT LIMITED PARTNERSHIP;Entity;SDNTK;Bangkok;Thailand
BANGKOK SILK FLOWER COMPANY LTD.;Entity;SDNTK;Bangkok;Thailand
BANGKOK ARTI-FLORA DESIGN LIMITED PARTNERSHIP;Entity;SDNTK;Bangkok;Thailand
A-TEAM CHEMICALS COMPANY LTD.;Entity;SDNTK;Bangkok;Thailand
RR TOUR, S.A. DE C.V.;Entity;SDNT;Guadalajara;Mexico
AGROPECUARIA PALMA DEL RIO S.A.;Entity;SDNT;Ibague;Colombia
ASESORIAS PROFESIONALES LTDA.;Entity;SDNT;Armenia;Colombia
SARA PROPERTIES LIMITED;Entity;SDGT;Liverpool;United Kingdom
MEADOWBROOK INVESTMENTS LIMITED;Entity;SDGT;Clifton;United Kingdom
OZLAM PROPERTIES LIMITED;Entity;SDGT;Liverpool;United Kingdom
SANABEL RELIEF AGENCY LIMITED;Entity;SDGT;Sparkbrook;United Kingdom
AL MANAR TV;Entity;SDGT;Beirut;Lebanon
LEBANESE MEDIA GROUP;Entity;SDGT;NULL;Lebanon
AL NOUR RADIO;Entity;SDGT;Beirut;Lebanon
KOHAS AG;Entity;NPWMD;Fribourg;Switzerland
LIMMT ECONOMIC AND TRADE COMPANY, LTD.;Entity;IFSR;Dalian;China
BEIJING ALITE TECHNOLOGIES CO., LTD.;Entity;IFSR;Beijing;China
CHINA NATIONAL PRECISION MACHINERY IMPORT/EXPORT CORPORATION;Entity;IFSR;Beijing;China
AMEZCUA CONTRERAS ORGANIZATION;Entity;SDNTK;NULL;Mexico
DAWOOD IBRAHIM ORGANIZATION;Entity;SDNTK;NULL;India
SANAM INDUSTRIAL GROUP;Entity;IFSR;Tehran;Iran
YA MAHDI INDUSTRIES GROUP;Entity;NPWMD;Tehran;Iran
NETHERLANDS CARIBBEAN BANK N.V.;Entity;CUBA;Willemstad;Netherlands Antilles
RAMIREZ ABADIA Y CIA. S.C.S.;Entity;SDNT;Cali;Colombia
DISDROGAS LTDA.;Entity;SDNT;Yumbo;Colombia
ISLAMIC RESISTANCE SUPPORT ORGANIZATION;Entity;SDGT;Beirut;Lebanon
YOUSSER COMPANY FOR FINANCE AND INVESTMENT;Entity;SDGT;NULL;Lebanon
BAYT AL-MAL;Entity;SDGT;Beirut;Lebanon
PLAYA MAR S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
INMOBILIARIA ESPARTA S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
INMOBILIARIA LA PROVINCIA S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
INMOBILIARIA ESTADO 29 S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
INMOBILIARIA TIJUANA COSTA S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
INVERSIONES MACARNIC PATINO Y CIA S.C.S.;Entity;SDNT;Pereira;Colombia
COMERCIALIZADORA DE CAFE DEL OCCIDENTE CODECAFE LTDA.;Entity;SDNT;Pereira;Colombia
GOMEZ MARIN LTDA.;Entity;SDNT;Ansermanuevo;Colombia
GAVIOTAS LTDA.;Entity;SDNT;Cartago;Colombia
CANO AGUDELO S EN C;Entity;SDNT;Alcala;Colombia
KOREA HYOKSIN TRADING CORPORATION;Entity;NPWMD;Pyongyang;Korea, North
CORPORACION HOTELERA DEL CARIBE LIMITADA;Entity;SDNT;San Andres;Colombia
KUTRY MANAGEMENT INC.;Entity;SDNT;Panama City;Panama
TARRITOS S.A.;Entity;SDNT;Cali;Colombia
CANADUZ S.A.;Entity;SDNT;Cali;Colombia
CASA HAMZE;Entity;SDGT;Ciudad del Este;Paraguay
GALERIA PAGE;Entity;SDGT;NULL;Paraguay
JIHAD AL-BINA;Entity;SDGT;Beirut;Lebanon
WORLD WORKING COMERCIALIZADORA INTERNACIONAL S.A.;Entity;SDNT;Cali;Colombia
MELON LTDA.;Entity;SDNT;Cali;Colombia
MANUFACTURAS REAL S.A.;Entity;SDNT;Bogota;Colombia
L.GR. E.U.;Entity;SDNT;Cali;Colombia
JEHOVA LTDA.;Entity;SDNT;Tulua;Colombia
GBS TRADING S.A.;Entity;SDNT;Cali;Colombia
FUNDACION CENTRO DE INVESTIGACION HORTIFRUTICOLA DE COLOMBIA;Entity;SDNT;La Union;Colombia
FUNDACION CENTRO FRUTICOLA ANDINO;Entity;SDNT;La Union;Colombia
EAGLE COMMUNICATION BROKERS INC.;Entity;SDNT;Panama City;Panama
DOXA S.A.;Entity;SDNT;La Union;Colombia
CONSTRUCCIONES E INVERSIONES LTDA.;Entity;SDNT;La Union;Colombia
CONFECCIONES LINA MARIA LTDA.;Entity;SDNT;La Union;Colombia
COMUNICACIONES ABIERTAS CAMARY LTDA.;Entity;SDNT;Cali;Colombia
CITICAR LTDA.;Entity;SDNT;La Union;Colombia
CALI @ TELE.COM LTDA.;Entity;SDNT;Cali;Colombia
ASESORES CONSULTORES ASOCIADOS LTDA.;Entity;SDNT;Cali;Colombia
CARGO FREIGHT INTERNATIONAL;Entity;DRCONGO;Goma;Congo, Democratic Republic of the
COMPAGNIE AERIENNE DES GRANDS LACS;Entity;DRCONGO;Goma;Congo, Democratic Republic of the
GREAT LAKES BUSINESS COMPANY;Entity;DRCONGO;Goma;Congo, Democratic Republic of the
KALAYE ELECTRIC COMPANY;Entity;IFSR;Tehran;Iran
HIGHER INSTITUTE OF APPLIED SCIENCE AND TECHNOLOGY;Entity;NPWMD;Damascus;Syria
ELECTRONICS INSTITUTE;Entity;NPWMD;Damascus;Syria
NATIONAL STANDARDS AND CALIBRATION LABORATORY;Entity;NPWMD;Damascus;Syria
SNIPER AFRICA;Entity;SDGT;Johannesburg;South Africa
BUTEMBO AIRLINES;Entity;DRCONGO;Butembo;Congo, Democratic Republic of the
CONGOCOM TRADING HOUSE;Entity;DRCONGO;Butembo;Congo, Democratic Republic of the
MACHANGA LTD.;Entity;DRCONGO;Kampala;Uganda
UGANDA COMMERCIAL IMPEX;Entity;DRCONGO;Kampala;Uganda
DEFENSE INDUSTRIES ORGANIZATION;Entity;IFSR;Tehran;Iran
INVERSIONES MPS S.A.;Entity;SDNT;Bogota;Colombia
PROYECTOS Y SOLUCIONES INMOBILIARIA LTDA.;Entity;SDNT;Bogota;Colombia
GERENCIA DE PROYECTOS Y SOLUCIONES LTDA.;Entity;SDNT;Bogota;Colombia
CONSTRUCTORA AMERICA S.A.;Entity;SDNT;Bogota;Colombia
ORIMAR LTDA.;Entity;SDNT;Bogota;Colombia
AUDITORES ESPECIALIZADOS LTDA.;Entity;SDNT;Bogota;Colombia
HOTEL LA CASCADA S.A.;Entity;SDNT;Girardot;Colombia
INVERSIONES Y REPRESENTACIONES S.A.;Entity;SDNT;Medellin;Colombia
TRANSPORTES MICHAEL LTDA.;Entity;SDNT;Barranquilla;Colombia
COOPERATIVA DE SERVICIO DE TRANSPORTE DE CARGA DE COLOMBIA LTDA.;Entity;SDNT;Barranquilla;Colombia
CASTRO CURE Y CIA. S. EN C.;Entity;SDNT;Barranquilla;Colombia
CURE SABAGH Y CIA. S.C.S.;Entity;SDNT;Barranquilla;Colombia
FUDIA LTDA.;Entity;SDNT;Barranquilla;Colombia
CABLES NACIONALES S.A.;Entity;SDNT;Barranquilla;Colombia
INVERSIONES AGROPECUARIA ARIZONA LTDA.;Entity;SDNT;Barranquilla;Colombia
VERANILLO DIVE CENTER LTDA.;Entity;SDNT;Barranquilla;Colombia
MARTIN HODWALKER M. & CIA. S. EN C.;Entity;SDNT;Barranquilla;Colombia
DESARROLLO GEMMA CORPORATION;Entity;SDNT;Panama City;Panama
ROCK FISH IMPORT EXPORT E.U.;Entity;SDNT;San Andres;Colombia
AQUAMARINA ISLAND INTERNATIONAL CORPORATION;Entity;SDNT;Panama City;Panama
FISHING ENTERPRISE HOLDING, INC.;Entity;SDNT;Panama City;Panama
COMERCIALIZADORA MOR GAVIRIA S.A.;Entity;SDNT;Quito;Ecuador
COMERCIALIZADORA MORDUR S.A.;Entity;SDNT;Quito;Ecuador
INTERNACIONAL DE PROYECTOS INMOBILIARIA IPI S.A.;Entity;SDNT;Quito;Ecuador
MC OVERSEAS TRADING COMPANY SA DE CV;Entity;SDNT;Guadalajara;Mexico
OVERSEAS TRADING COMPANY;Entity;SDNT;Guatemala City;Guatemala
INMOBILIUM INVESTMENT CORP.;Entity;SDNT;Panama City;Panama
LAVADERO EL CASTILLO;Entity;SDNT;Medellin;Colombia
YAMAHA VERANILLO DISTRIBUIDORES;Entity;SDNT;Barranquilla;Colombia
CENTRO DE BELLEZA SHARY VERGARA;Entity;SDNT;Barranquilla;Colombia
GIMNASIO BODY AND HEALTH;Entity;SDNT;Barranquilla;Colombia
LIZZY MUNDO INTERIOR;Entity;SDNT;Guadalajara;Mexico
ROSARIO NIEBLA CARDOZA A. EN P.;Entity;SDNTK;Culiacan;Mexico
ESTANCIA INFANTIL NINO FELIZ S.C.;Entity;SDNTK;Culiacan;Mexico
ESTABLO PUERTO RICO S.A. DE C.V.;Entity;SDNTK;Culiacan;Mexico
JAMARO CONSTRUCTORES S.A. DE C.V.;Entity;SDNTK;Culiacan;Mexico
NUEVA INDUSTRIA DE GANADEROS DE CULIACAN S.A. DE C.V.;Entity;SDNTK;Culiacan;Mexico
BANK SADERAT IRAN;Entity;IFSR;Tehran;Iran
AZZA AIR TRANSPORT COMPANY LTD.;Entity;DARFUR;Khartoum;Sudan
FARAYAND TECHNIQUE;Entity;IFSR;Tehran;Iran
GULF CARTEL;Entity;ILLICIT-DRUGS-EO14059;NULL;Mexico
FAJR INDUSTRIES GROUP;Entity;IFSR;Tehran;Iran
MIZAN MACHINE MANUFACTURING GROUP;Entity;IFSR;Tehran;Iran
ISLAMIC REVOLUTIONARY GUARD CORPS;Entity;NPWMD;Tehran;Iran
MINISTRY OF DEFENSE AND ARMED FORCES LOGISTICS;Entity;IFSR;Tehran;Iran
AL-SALAH SOCIETY;Entity;SDGT;Deir Al-Balah;Palestinian
MARTYRS FOUNDATION;Entity;IFSR;Tehran;Iran
MARTYRS FOUNDATION IN LEBANON;Entity;SDGT;Beirut;Lebanon
PALESTINIAN MARTYRS FOUNDATION;Entity;SDGT;NULL;Lebanon
GOODWILL CHARITABLE ORGANIZATION, INC.;Entity;SDGT;Dearborn;United States
AL-QARD AL-HASSAN ASSOCIATION;Entity;SDGT;Beirut;Lebanon
CAMPO LIBRE A LA DIVERSION E.U.;Entity;SDNT;Yumbo;Colombia
ENSAMBLADORA COLOMBIANA AUTOMOTRIZ S.A.;Entity;SDNT;Barranquilla;Colombia
BARRERA RIOS NEGOCIOS INMOBILIARIOS E.U.;Entity;SDNT;Cali;Colombia
APVA S.A.;Entity;SDNT;Cali;Colombia
ALVARO ENRIQUE BARRERA RIOS Y CIA. S. EN C.S.;Entity;SDNT;Cali;Colombia
WORLD LINE SYSTEM S.A.;Entity;SDNT;Palmira;Colombia
NEGOCIOS Y CAPITALES S.A.;Entity;SDNT;Pereira;Colombia
COMERCIALIZADORA DE BIENES Y SERVICIOS ADMINISTRATIVOS Y FINANCIEROS S.A.;Entity;SDNT;Cali;Colombia
CECEP EDITORES S.A.;Entity;SDNT;Cali;Colombia
CECEP S.A.;Entity;SDNT;Cali;Colombia
ALFONSO BARRERA RIOS Y CIA. S. EN C.S.;Entity;SDNT;Cali;Colombia
UNIDAD CARDIOVASCULAR LTDA.;Entity;SDNT;Cali;Colombia
QUINONES MELO Y CIA. LTDA.;Entity;SDNT;Cali;Colombia
CRIADERO SANTA GERTRUDIS S.A.;Entity;SDNT;Jamundi;Colombia
CONSULTORIAS FINANCIERAS S.A.;Entity;SDNT;Cali;Colombia
FATAH AL-ISLAM;Entity;SDGT;NULL;Lebanon
ISLAMIC REVOLUTIONARY GUARD CORPS (IRGC)-QODS FORCE;Entity;IFSR;Tehran;Iran
SOCIEDAD SUPERDEPORTES LTDA.;Entity;SDNT;Bogota;Colombia
CIA COMERCIALIZADORA DE BIENES RAICES LTDA.;Entity;SDNT;Cali;Colombia
TAMILS REHABILITATION ORGANISATION;Entity;SDGT;Kilinochchi;Sri Lanka
KHATAM OL ANBIA GHARARGAH SAZANDEGI NOOH;Entity;IFSR;Tehran;Iran
ORIENTAL OIL KISH;Entity;IFSR;Tehran;Iran
GHORB KARBALA;Entity;IFSR;Tehran;Iran
SEPASAD ENGINEERING COMPANY;Entity;IFSR;Tehran;Iran
GHORB NOOH;Entity;IFSR;Tehran;Iran
OMRAN SAHEL;Entity;IFSR;Tehran;Iran
SAHEL CONSULTANT ENGINEERS;Entity;IFSR;Tehran;Iran
HARA COMPANY;Entity;IFSR;Tehran;Iran
GHARARGAHE SAZANDEGI GHAEM;Entity;IFSR;Tehran;Iran
ASESORIA Y SOLUCIONES GRUPO CONSULTOR S.A.;Entity;SDNT;Cali;Colombia
INVERSIONES EPOCA S.A.;Entity;SDNT;Cali;Colombia
J.A.J. BARBOSA Y CIA. S.C.S.;Entity;SDNT;Cali;Colombia
CONSULTORIA INTEGRAL Y ASESORIA EMPRESARIAL S.A.;Entity;SDNT;Cali;Colombia
TURISMO HANSA S.A.;Entity;SDNT;Cali;Colombia
BELNEFTEKHIM;Entity;BELARUS;Minsk;Belarus
BELNEFTEKHIM USA, INC.;Entity;BELARUS;Methuen;United States
FMF GENERAL TRADING LLC;Entity;SDNTK;Dubai;United Arab Emirates
AL AMLOOD TRADING LLC;Entity;SDNTK;Dubai;United Arab Emirates
A A TRADING FZCO;Entity;SDNTK;Dubai;United Arab Emirates
BELS FLOWERS IMPORT EXPORT BVBA;Entity;SDNTK;Antwerpen;Belgium
OFFENBACH HAUSHALTWAREN B.V.;Entity;SDNTK;Beverwijk;Netherlands
KHAN & SCHIRINDEL GMBH;Entity;SDNTK;Weisbaden;Germany
SAF TECH S.L.;Entity;SDNTK;Barcelona;Spain
DUBAI TRADING COMPANY;Entity;SDNTK;Peshawar;Pakistan
ZULEKHA GENERAL TRADING LLC;Entity;SDNTK;Ajman;United Arab Emirates
SHAHBAZ TV CENTER;Entity;SDNTK;Peshawar;Pakistan
SHAHNAWAZ TRADERS;Entity;SDNTK;Peshawar;Pakistan
SHER MATCH INDUSTRIES (PVT.) LIMITED;Entity;SDNTK;Peshawar;Pakistan
SHAHBAZ KHAN GENERAL TRADING LLC;Entity;SDNTK;Dubai;United Arab Emirates
JONGWE PRINTING AND PUBLISHING COMPANY;Entity;ZIMBABWE;Harare;Zimbabwe
ZIDCO HOLDINGS;Entity;ZIMBABWE;Harare;Zimbabwe
SISTEMA DE RADIO DE SINALOA, S.A. DE C.V.;Entity;SDNTK;Culiacan;Mexico
TOYS FACTORY, S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
CONSORCIO INMOBILIARIO DEL VALLE DE CULIACAN, S.A. DE C.V.;Entity;SDNTK;Culiacan;Mexico
PATRACA, S.A. DE C.V.;Entity;SDNTK;Culiacan;Mexico
SEPRIV, S.A. DE C.V.;Entity;SDNTK;Culiacan;Mexico
OPERADORA INTEGRAL DE COMERCIO, S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
TECNOLOGIA DIGITAL Y SERVICIOS, S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
CAZPER IMPORTACIONES, S.A. DE C.V.;Entity;SDNTK;Culiacan;Mexico
MULTISERVICIOS AGSA, S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
MEXGLOBO, S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
AGBAS CONSULTORES, S.A. DE C.V.;Entity;SDNTK;Tijuana;Mexico
COCINA DE TIJUANA, S. DE R.L. DE C.V.;Entity;SDNTK;Tijuana;Mexico
HACIENDA CIEN ANOS DE TIJUANA, S. DE R.L. DE C.V.;Entity;SDNTK;Tijuana;Mexico
SIN-MEX IMPORTADORA, S.A. DE C.V.;Entity;SDNTK;Mexico;Mexico
COMERCIAL JOANA, S.A. DE C.V.;Entity;SDNTK;Guadalajara;Mexico
COMERCIALIZADORA BRIMAR'S, S.A. DE C.V.;Entity;SDNTK;Culiacan;Mexico
COMERCIALIZADORA TOQUIN, S.A. DE C.V.;Entity;SDNTK;Mexico;Mexico
COMERCIALIZADORA JALSIN, S.A. DE C.V.;Entity;SDNTK;Guadalajara;Mexico
COMERCIAL DOMELY, S.A. DE C.V;Entity;SDNTK;Culiacan;Mexico
AL-ZAWRA TELEVISION STATION;Entity;IRAQ3;NULL;Syria
TEYREBAZEN AZADIYA KURDISTAN;Entity;SDGT;NULL;NULL
HARAKAT UL-JIHAD-I-ISLAMI/BANGLADESH;Entity;FTO;NULL;NULL
OSLEG;Entity;ZIMBABWE;Harare;Zimbabwe
COMOIL (PVT) LTD;Entity;ZIMBABWE;Harare;Zimbabwe
DIVINE HOMES;Entity;ZIMBABWE;Harare;Zimbabwe
FAMBA SAFARIS;Entity;ZIMBABWE;Harare;Zimbabwe
POLOTSK STEKLOVOLOKNO OAO;Entity;BELARUS;Polotsk;Belarus
LAKOKRASKA OAO;Entity;BELARUS;Lida;Belarus
AL-SHABAAB;Entity;FTO;NULL;Somalia
BELARUSIAN OIL TRADE HOUSE;Entity;BELARUS;Minsk;Belarus
RIOS JIMENEZ S. EN C.S.;Entity;SDNT;Bogota;Colombia
COMERCIALIZADORA CGQ LTDA.;Entity;SDNT;Cali;Colombia
ARTURO QUINONEZ LTDA.;Entity;SDNT;Cali;Colombia
SERPROVIS S.A. SERVICIOS Y PROVISIONES;Entity;SDNT;Cali;Colombia
B R C S.A.;Entity;SDNT;Cali;Colombia
A K EDUCAL S.A. EDUCACION CON CALIDAD;Entity;SDNT;Cali;Colombia
A K DIFUSION S.A. PUBLICIDAD Y MERCADEO;Entity;SDNT;Cali;Colombia
SHAHID SATTARI INDUSTRIES;Entity;IFSR;NULL;Iran
AMMUNITION AND METALLURGY INDUSTRIES GROUP;Entity;IFSR;Tehran;Iran
7TH OF TIR;Entity;IFSR;Isfahan;Iran
PARCHIN CHEMICAL INDUSTRIES;Entity;IFSR;Tehran;Iran
SYRIATEL;Entity;SYRIA;Damascus;Syria
BIBLOS TRAVEL AGENCY;Entity;SDGT;Caracas;Venezuela
HILAL TRAVEL AGENCY;Entity;SDGT;Caracas;Venezuela
BELTRAN LEYVA ORGANIZATION;Entity;SDNTK;NULL;Mexico
